id_cliente,nombre,sexo,telefono,email,fecha_registro,sucursal_preferida
C0237,Laura Ramírez Jiménez,F,5562969537,laura.ramirez.jimenez49@gmail.com,2025-11-01,Cuauhtémoc
C0238,Ana Flores Cruz,F,5529668379,ana.flores.cruz92@gmail.com,2025-02-13,Cuauhtémoc
C0239,Ana García Gutiérrez,F,5545748198,ana.garcia.gutierrez54@gmail.com,2021-03-14,Cuauhtémoc
C0240,Daniela Gómez Gómez,F,5524333384,daniela.gomez.gomez14@gmail.com,2025-07-18,Cuauhtémoc
C0241,Renata Flores Cruz,F,5591329278,renata.flores.cruz84@gmail.com,2023-06-07,San Ángel
C0242,Oscar Hernández González,M,5568165111,oscar.hernandez.gonzalez45@gmail.com,2021-10-11,San Ángel
C0243,Laura Díaz Rodríguez,F,5554924931,laura.diaz.rodriguez65@gmail.com,2021-08-09,San Ángel
C0244,Gabriela Vázquez Jiménez,F,5518611098,gabriela.vazquez.jimenez99@gmail.com,2023-08-22,Cuauhtémoc
C0245,Fernanda López Flores,F,5545239763,fernanda.lopez.flores88@gmail.com,2024-12-23,San Ángel
C0246,Jose Martínez Torres,M,5597292572,jose.martinez.torres97@gmail.com,2022-09-08,San Ángel
C0247,Daniela González Gómez,F,5513431802,daniela.gonzalez.gomez57@gmail.com,2023-10-26,San Ángel
C0248,Maria Jiménez Díaz,F,5511687204,maria.jimenez.diaz15@gmail.com,2023-11-05,Cuauhtémoc
C0249,Victoria Gómez Rodríguez,F,5598172123,victoria.gomez.rodriguez29@gmail.com,2022-01-12,Cuauhtémoc
C0250,Victoria López Torres,F,5547284403,victoria.lopez.torres47@gmail.com,2022-04-12,Cuauhtémoc
C0251,Javier Cruz Hernández,M,5519478556,javier.cruz.hernandez26@gmail.com,2021-02-08,Cuauhtémoc
C0252,Sofia Reyes Hernández,F,5597880004,sofia.reyes.hernandez69@gmail.com,2025-06-29,Cuauhtémoc
C0253,Lucia Gutiérrez Pérez,F,5553861421,lucia.gutierrez.perez84@gmail.com,2022-02-07,San Ángel
C0254,Valeria Cruz Gómez,F,5580217476,valeria.cruz.gomez48@gmail.com,2023-08-29,Cuauhtémoc
C0255,Natalia Martínez González,F,5586331830,natalia.martinez.gonzalez46@gmail.com,2022-09-02,San Ángel
C0256,Regina Rodríguez Sánchez,F,5538340997,regina.rodriguez.sanchez44@gmail.com,2023-05-06,San Ángel
C0257,Paula Sánchez González,F,5536405772,paula.sanchez.gonzalez74@gmail.com,2022-11-22,Cuauhtémoc
C0258,Laura Martínez Mendoza,F,5512575308,laura.martinez.mendoza19@gmail.com,2024-03-14,Cuauhtémoc
C0259,Ximena Vázquez Hernández,F,5552628443,ximena.vazquez.hernandez54@gmail.com,2025-07-20,San Ángel
C0260,Pablo Torres Gutiérrez,M,5549258917,pablo.torres.gutierrez20@gmail.com,2024-07-15,Cuauhtémoc
C0261,Adrian García González,M,5553275212,adrian.garcia.gonzalez26@gmail.com,2024-03-16,Cuauhtémoc
C0262,Ximena Gómez Jiménez,F,5564014287,ximena.gomez.jimenez38@gmail.com,2022-10-12,Cuauhtémoc
C0263,Alejandro Morales Gutiérrez,M,5591870614,alejandro.morales.gutierrez23@gmail.com,2026-05-25,San Ángel
C0264,Renata González Hernández,F,5579021137,renata.gonzalez.hernandez30@gmail.com,2023-12-08,Cuauhtémoc
C0265,Daniela Díaz Cruz,F,5535707821,daniela.diaz.cruz56@gmail.com,2025-02-04,Cuauhtémoc
C0266,Fernanda Torres Torres,F,5516922637,fernanda.torres.torres41@gmail.com,2023-03-14,Cuauhtémoc
C0267,Maria Hernández Rodríguez,F,5541347754,maria.hernandez.rodriguez63@gmail.com,2024-04-17,Cuauhtémoc
C0268,Ana López Cruz,F,5517280718,ana.lopez.cruz34@gmail.com,2025-10-23,San Ángel
C0269,Gabriela Mendoza Vázquez,F,5528083730,gabriela.mendoza.vazquez23@gmail.com,2024-12-09,Cuauhtémoc
C0270,Andrea González López,F,5530291243,andrea.gonzalez.lopez39@gmail.com,2024-01-29,Cuauhtémoc
C0271,Natalia Gutiérrez Hernández,F,5523817516,natalia.gutierrez.hernandez38@gmail.com,2026-07-09,Cuauhtémoc
C0272,Victoria Gutiérrez Pérez,F,5571021916,victoria.gutierrez.perez85@gmail.com,2024-02-15,San Ángel
C0273,Mariana Gutiérrez Gutiérrez,F,5546100413,mariana.gutierrez.gutierrez50@gmail.com,2024-06-14,Cuauhtémoc
C0274,Maria Martínez Vázquez,F,5568017247,maria.martinez.vazquez46@gmail.com,2024-07-23,Cuauhtémoc
C0275,Sofia Ramírez Reyes,F,5532093176,sofia.ramirez.reyes78@gmail.com,2025-11-13,San Ángel
C0276,Carolina Cruz Flores,F,5553417574,carolina.cruz.flores28@gmail.com,2022-11-05,Cuauhtémoc
C0277,Mariana Rodríguez Jiménez,F,5517728837,mariana.rodriguez.jimenez10@gmail.com,2024-11-15,San Ángel
C0278,Gabriel Gómez Mendoza,M,5593138023,gabriel.gomez.mendoza70@gmail.com,2023-04-03,San Ángel
C0279,Renata Sánchez Morales,F,5511410475,renata.sanchez.morales29@gmail.com,2023-11-05,Cuauhtémoc
C0280,Sofia Vázquez Torres,F,5581280875,sofia.vazquez.torres21@gmail.com,2021-10-06,Cuauhtémoc
C0281,Regina Pérez García,F,5516170860,regina.perez.garcia66@gmail.com,2024-07-28,Cuauhtémoc
C0282,Camila Reyes Sánchez,F,5529176346,camila.reyes.sanchez77@gmail.com,2024-07-14,Cuauhtémoc
C0283,Gabriela Gutiérrez Morales,F,5523788445,gabriela.gutierrez.morales72@gmail.com,2021-09-24,Cuauhtémoc
C0284,Mariana Torres Gómez,F,5589323412,mariana.torres.gomez15@gmail.com,2024-07-05,Cuauhtémoc
C0285,Alejandro López López,M,5539530366,alejandro.lopez.lopez93@gmail.com,2022-01-01,Cuauhtémoc
C0286,Gabriela Flores Martínez,F,5528440765,gabriela.flores.martinez52@gmail.com,2023-12-22,San Ángel
C0287,Gabriela Cruz García,F,5590312663,gabriela.cruz.garcia85@gmail.com,2023-08-08,San Ángel
C0288,Maria Ramírez Vázquez,F,5546667540,maria.ramirez.vazquez84@gmail.com,2025-04-29,Cuauhtémoc
C0289,Miguel Torres González,M,5573302555,miguel.torres.gonzalez27@gmail.com,2024-04-21,San Ángel
C0290,Laura López Ramírez,F,5565731009,laura.lopez.ramirez44@gmail.com,2025-11-20,Cuauhtémoc
C0291,Fernanda Rodríguez Hernández,F,5568279568,fernanda.rodriguez.hernandez37@gmail.com,2021-09-26,Cuauhtémoc
C0292,Ana Díaz Rodríguez,F,5520473406,ana.diaz.rodriguez21@gmail.com,2023-04-30,Cuauhtémoc
C0293,Natalia Morales Vázquez,F,5565472271,natalia.morales.vazquez80@gmail.com,2023-05-27,Cuauhtémoc
C0294,Renata Gutiérrez González,F,5544700865,renata.gutierrez.gonzalez46@gmail.com,2021-10-25,Cuauhtémoc
C0295,Maria García García,F,5530525474,maria.garcia.garcia60@gmail.com,2025-06-20,San Ángel
C0296,Sofia Ramírez Cruz,F,5538006601,sofia.ramirez.cruz91@gmail.com,2025-11-10,Cuauhtémoc
C0297,Carolina López Sánchez,F,5518084120,carolina.lopez.sanchez67@gmail.com,2021-06-14,San Ángel
C0298,Ana García Flores,F,5532445891,ana.garcia.flores86@gmail.com,2024-05-01,Cuauhtémoc
C0299,Natalia Mendoza Pérez,F,5538531103,natalia.mendoza.perez88@gmail.com,2022-02-11,Cuauhtémoc
C0300,Fernanda Vázquez Rodríguez,F,5515394070,fernanda.vazquez.rodriguez11@gmail.com,2022-11-12,San Ángel
C0301,Hugo González Reyes,M,5560752710,hugo.gonzalez.reyes16@gmail.com,2023-09-29,San Ángel
C0302,Paula Gómez Ramírez,F,5548468530,paula.gomez.ramirez74@gmail.com,2021-09-01,Cuauhtémoc
C0303,Regina Sánchez Vázquez,F,5556405683,regina.sanchez.vazquez81@gmail.com,2022-01-09,Cuauhtémoc
C0304,Pablo Mendoza Sánchez,M,5564727415,pablo.mendoza.sanchez94@gmail.com,2026-01-29,Cuauhtémoc
C0305,Carolina Cruz Vázquez,F,5548296279,carolina.cruz.vazquez15@gmail.com,2021-05-22,Cuauhtémoc
C0306,Camila Ramírez Torres,F,5545902931,camila.ramirez.torres38@gmail.com,2024-12-01,San Ángel
C0307,Santiago Gutiérrez Jiménez,M,5514860645,santiago.gutierrez.jimenez91@gmail.com,2024-10-21,Cuauhtémoc
C0308,Jose Hernández Jiménez,M,5516414019,jose.hernandez.jimenez24@gmail.com,2025-09-17,San Ángel
C0309,Claudia Gutiérrez Morales,F,5587365337,claudia.gutierrez.morales40@gmail.com,2026-01-05,San Ángel
C0310,Camila González Reyes,F,5580049858,camila.gonzalez.reyes43@gmail.com,2021-07-26,Cuauhtémoc
C0311,Gabriel Gómez Torres,M,5589411176,gabriel.gomez.torres66@gmail.com,2022-07-20,Cuauhtémoc
C0312,Valeria Vázquez Díaz,F,5511004191,valeria.vazquez.diaz69@gmail.com,2023-06-18,Cuauhtémoc
C0313,Andrea González López,F,5532679117,andrea.gonzalez.lopez49@gmail.com,2025-06-09,San Ángel
C0314,Jose Flores Sánchez,M,5581608760,jose.flores.sanchez63@gmail.com,2021-07-15,San Ángel
C0315,Hugo Morales Ramírez,M,5570658408,hugo.morales.ramirez82@gmail.com,2025-02-15,Cuauhtémoc
C0316,Paula Reyes García,F,5516350888,paula.reyes.garcia92@gmail.com,2022-10-25,Cuauhtémoc
C0317,Carolina Mendoza Pérez,F,5597228667,carolina.mendoza.perez60@gmail.com,2022-04-01,Cuauhtémoc
C0318,Hugo Jiménez Reyes,M,5585028320,hugo.jimenez.reyes67@gmail.com,2026-05-07,San Ángel
C0319,Carlos López García,M,5530205905,carlos.lopez.garcia55@gmail.com,2025-02-13,San Ángel
C0320,Javier Torres González,M,5576369740,javier.torres.gonzalez56@gmail.com,2025-07-18,Cuauhtémoc
C0321,Fernanda Vázquez Gutiérrez,F,5523745232,fernanda.vazquez.gutierrez37@gmail.com,2024-06-20,Cuauhtémoc
C0322,Regina Pérez Cruz,F,5533871566,regina.perez.cruz15@gmail.com,2023-01-06,San Ángel
C0323,Lucia Rodríguez Gómez,F,5560177575,lucia.rodriguez.gomez26@gmail.com,2024-03-24,Cuauhtémoc
C0324,Eduardo Torres Martínez,M,5540538910,eduardo.torres.martinez85@gmail.com,2025-08-27,Cuauhtémoc
C0325,Andrea Jiménez Mendoza,F,5585432880,andrea.jimenez.mendoza84@gmail.com,2025-02-15,Cuauhtémoc
C0326,Fernando Gutiérrez Díaz,M,5556564407,fernando.gutierrez.diaz99@gmail.com,2023-06-30,San Ángel
C0327,Lucia Mendoza Gutiérrez,F,5533846384,lucia.mendoza.gutierrez93@gmail.com,2022-06-17,Cuauhtémoc
C0328,Valeria Jiménez López,F,5534241937,valeria.jimenez.lopez55@gmail.com,2024-05-27,Cuauhtémoc
C0329,Gabriela Vázquez Hernández,F,5516659452,gabriela.vazquez.hernandez78@gmail.com,2022-01-12,Cuauhtémoc
C0330,Lucia Mendoza Martínez,F,5593057067,lucia.mendoza.martinez35@gmail.com,2024-08-19,San Ángel
C0331,Alejandro Torres Vázquez,M,5530349395,alejandro.torres.vazquez11@gmail.com,2024-06-25,San Ángel
C0332,Jose Reyes Gutiérrez,M,5519183501,jose.reyes.gutierrez60@gmail.com,2023-09-13,Cuauhtémoc
C0333,Gabriela Mendoza Mendoza,F,5570573144,gabriela.mendoza.mendoza48@gmail.com,2024-12-31,San Ángel
C0334,Maria Reyes García,F,5589037956,maria.reyes.garcia56@gmail.com,2021-06-17,San Ángel
C0335,Fernanda Martínez Morales,F,5563941789,fernanda.martinez.morales79@gmail.com,2024-12-15,San Ángel
C0336,Paula Morales Díaz,F,5585363359,paula.morales.diaz76@gmail.com,2024-02-08,San Ángel
C0337,Regina Jiménez Morales,F,5521364785,regina.jimenez.morales95@gmail.com,2021-11-25,Cuauhtémoc
C0338,Santiago García Cruz,M,5588814566,santiago.garcia.cruz53@gmail.com,2023-10-26,Cuauhtémoc
C0339,Juan Cruz Gutiérrez,M,5560069401,juan.cruz.gutierrez41@gmail.com,2022-07-29,Cuauhtémoc
C0340,Sofia Reyes Martínez,F,5590088575,sofia.reyes.martinez88@gmail.com,2022-09-10,Cuauhtémoc
C0341,Ximena Morales Cruz,F,5547915711,ximena.morales.cruz78@gmail.com,2021-07-01,San Ángel
C0342,Carolina Torres Flores,F,5591697007,carolina.torres.flores79@gmail.com,2022-05-20,Cuauhtémoc
C0343,Ana Sánchez García,F,5599575371,ana.sanchez.garcia29@gmail.com,2021-08-18,San Ángel
C0344,Fernanda Mendoza Jiménez,F,5581441857,fernanda.mendoza.jimenez53@gmail.com,2024-10-25,Cuauhtémoc
C0345,Daniela Torres Ramírez,F,5552582044,daniela.torres.ramirez94@gmail.com,2023-01-01,Cuauhtémoc
C0346,Daniela Jiménez Morales,F,5599316091,daniela.jimenez.morales62@gmail.com,2022-08-17,San Ángel
C0347,Gabriela Vázquez Torres,F,5583932123,gabriela.vazquez.torres70@gmail.com,2022-09-03,San Ángel
C0348,Oscar Díaz Morales,M,5536299464,oscar.diaz.morales64@gmail.com,2021-10-15,Cuauhtémoc
C0349,Lucia Díaz Flores,F,5558643588,lucia.diaz.flores83@gmail.com,2021-01-18,Cuauhtémoc
C0350,Daniela Mendoza Mendoza,F,5581817549,daniela.mendoza.mendoza57@gmail.com,2024-09-11,Cuauhtémoc
C0351,Ximena López Pérez,F,5529472470,ximena.lopez.perez27@gmail.com,2022-04-16,Cuauhtémoc
C0352,Gabriel Gutiérrez Ramírez,M,5547108692,gabriel.gutierrez.ramirez21@gmail.com,2025-03-31,Cuauhtémoc
C0353,Ximena López Hernández,F,5539240282,ximena.lopez.hernandez22@gmail.com,2025-02-12,Cuauhtémoc
C0354,Regina Rodríguez Gómez,F,5583347053,regina.rodriguez.gomez92@gmail.com,2024-03-17,San Ángel
C0355,Adrian Vázquez Jiménez,M,5597269674,adrian.vazquez.jimenez64@gmail.com,2024-04-06,Cuauhtémoc
C0356,Paula Mendoza Cruz,F,5513536341,paula.mendoza.cruz50@gmail.com,2024-08-13,Cuauhtémoc
C0357,Santiago Pérez Díaz,M,5569715229,santiago.perez.diaz96@gmail.com,2021-02-05,Cuauhtémoc
C0358,Andrea Martínez Jiménez,F,5527334420,andrea.martinez.jimenez30@gmail.com,2021-06-08,Cuauhtémoc
C0359,Fernanda Martínez Díaz,F,5546815238,fernanda.martinez.diaz21@gmail.com,2021-11-04,San Ángel
C0360,Victoria Reyes Jiménez,F,5588921400,victoria.reyes.jimenez18@gmail.com,2021-10-04,Cuauhtémoc
C0361,Valeria Gutiérrez Morales,F,5567614547,valeria.gutierrez.morales41@gmail.com,2023-02-05,Cuauhtémoc
C0362,Ximena Martínez Hernández,F,5532033377,ximena.martinez.hernandez97@gmail.com,2025-10-01,San Ángel
C0363,Gabriela Sánchez Sánchez,F,5543943322,gabriela.sanchez.sanchez21@gmail.com,2023-12-16,San Ángel
C0364,Carolina Reyes Cruz,F,5578424245,carolina.reyes.cruz22@gmail.com,2022-01-30,San Ángel
C0365,Andrea Mendoza Torres,F,5515871124,andrea.mendoza.torres85@gmail.com,2023-02-22,San Ángel
C0366,Adrian Mendoza Martínez,M,5550460846,adrian.mendoza.martinez66@gmail.com,2022-07-27,Cuauhtémoc
C0367,Adrian Reyes Flores,M,5559663870,adrian.reyes.flores73@gmail.com,2025-01-10,Cuauhtémoc
C0368,Gabriela Gutiérrez Hernández,F,5523863810,gabriela.gutierrez.hernandez80@gmail.com,2024-07-29,Cuauhtémoc
C0369,Jose Gutiérrez Rodríguez,M,5521731843,jose.gutierrez.rodriguez55@gmail.com,2023-08-27,Cuauhtémoc
C0370,Rodrigo García Cruz,M,5592757158,rodrigo.garcia.cruz93@gmail.com,2022-01-24,San Ángel
C0371,Lucia García Torres,F,5594471611,lucia.garcia.torres82@gmail.com,2023-10-09,San Ángel
C0372,Renata Cruz Sánchez,F,5596766826,renata.cruz.sanchez60@gmail.com,2026-03-31,Cuauhtémoc
C0373,Juan Hernández Morales,M,5581450194,juan.hernandez.morales42@gmail.com,2023-05-07,Cuauhtémoc
C0374,Ana Pérez López,F,5554610750,ana.perez.lopez76@gmail.com,2023-05-10,Cuauhtémoc
C0375,Maria Mendoza Reyes,F,5583939929,maria.mendoza.reyes84@gmail.com,2024-08-06,Cuauhtémoc
C0376,Laura García Díaz,F,5530381437,laura.garcia.diaz81@gmail.com,2023-04-16,San Ángel
C0377,Rodrigo Sánchez Cruz,M,5564367272,rodrigo.sanchez.cruz41@gmail.com,2023-06-14,Cuauhtémoc
C0378,Maria Pérez Jiménez,F,5535507690,maria.perez.jimenez15@gmail.com,2025-12-03,San Ángel
C0379,Paula Jiménez Jiménez,F,5551655610,paula.jimenez.jimenez38@gmail.com,2024-08-21,San Ángel
C0380,Ana Sánchez González,F,5543145274,ana.sanchez.gonzalez87@gmail.com,2023-02-17,Cuauhtémoc
C0381,Daniel Gutiérrez Flores,M,5534201426,daniel.gutierrez.flores96@gmail.com,2023-02-22,Cuauhtémoc
C0382,Andrea Mendoza Martínez,F,5567358865,andrea.mendoza.martinez80@gmail.com,2023-07-30,San Ángel
C0383,Daniela Martínez Jiménez,F,5540437648,daniela.martinez.jimenez12@gmail.com,2025-06-06,San Ángel
C0384,Victoria Díaz Torres,F,5587133774,victoria.diaz.torres58@gmail.com,2023-04-14,Cuauhtémoc
C0385,Gabriela González Gómez,F,5521206330,gabriela.gonzalez.gomez52@gmail.com,2025-03-21,Cuauhtémoc
C0386,Renata Vázquez López,F,5517092735,renata.vazquez.lopez71@gmail.com,2022-04-11,San Ángel
C0387,Adrian Morales Vázquez,M,5581325406,adrian.morales.vazquez97@gmail.com,2025-06-13,Cuauhtémoc
C0388,Santiago Torres Flores,M,5560357133,santiago.torres.flores82@gmail.com,2023-01-18,Cuauhtémoc
C0389,Gabriel Cruz Reyes,M,5533123335,gabriel.cruz.reyes16@gmail.com,2023-09-18,Cuauhtémoc
C0390,Mariana Morales Gutiérrez,F,5521560712,mariana.morales.gutierrez38@gmail.com,2024-10-08,San Ángel
C0391,Sofia Rodríguez Hernández,F,5588232485,sofia.rodriguez.hernandez85@gmail.com,2025-12-15,Cuauhtémoc
C0392,Renata Mendoza Mendoza,F,5598306732,renata.mendoza.mendoza48@gmail.com,2023-11-09,Cuauhtémoc
C0393,Fernanda García López,F,5528512401,fernanda.garcia.lopez78@gmail.com,2026-04-01,Cuauhtémoc
C0394,Daniel Torres Rodríguez,M,5576092775,daniel.torres.rodriguez38@gmail.com,2025-07-05,San Ángel
C0395,Laura Vázquez Reyes,F,5585334120,laura.vazquez.reyes89@gmail.com,2022-11-11,San Ángel
C0396,Valeria Hernández Gutiérrez,F,5535253448,valeria.hernandez.gutierrez71@gmail.com,2026-05-21,San Ángel
C0397,Carolina Gómez Hernández,F,5532416549,carolina.gomez.hernandez83@gmail.com,2022-03-17,San Ángel
C0398,Regina Sánchez Cruz,F,5560261630,regina.sanchez.cruz55@gmail.com,2025-08-02,Cuauhtémoc
C0399,Adrian Martínez Díaz,M,5566528278,adrian.martinez.diaz77@gmail.com,2024-10-29,San Ángel
C0400,Gabriela González Jiménez,F,5558396151,gabriela.gonzalez.jimenez25@gmail.com,2026-01-11,Cuauhtémoc
C0401,Victoria Martínez Martínez,F,5563006489,victoria.martinez.martinez27@gmail.com,2025-03-12,Cuauhtémoc
C0402,Laura Sánchez García,F,5595464058,laura.sanchez.garcia98@gmail.com,2021-12-05,Cuauhtémoc
C0403,Gabriela Morales Mendoza,F,5567222237,gabriela.morales.mendoza91@gmail.com,2025-05-11,Cuauhtémoc
C0404,Laura Torres García,F,5555755335,laura.torres.garcia46@gmail.com,2021-07-02,San Ángel
C0405,Victoria Martínez Jiménez,F,5510510788,victoria.martinez.jimenez37@gmail.com,2025-08-11,San Ángel
C0406,Claudia Vázquez Díaz,F,5522148868,claudia.vazquez.diaz11@gmail.com,2026-01-19,Cuauhtémoc
C0407,Gabriela Martínez Díaz,F,5520365944,gabriela.martinez.diaz88@gmail.com,2025-05-31,Cuauhtémoc
C0408,Ana Morales Vázquez,F,5577897248,ana.morales.vazquez62@gmail.com,2026-05-10,San Ángel
C0409,Camila Morales Cruz,F,5564210365,camila.morales.cruz71@gmail.com,2024-04-03,Cuauhtémoc
C0410,Maria Ramírez Ramírez,F,5569262885,maria.ramirez.ramirez49@gmail.com,2023-05-27,Cuauhtémoc
C0411,Claudia Flores Sánchez,F,5527046709,claudia.flores.sanchez42@gmail.com,2024-10-19,Cuauhtémoc
C0412,Laura Rodríguez Pérez,F,5597404674,laura.rodriguez.perez92@gmail.com,2025-10-08,Cuauhtémoc
C0413,Natalia Hernández García,F,5587143125,natalia.hernandez.garcia71@gmail.com,2026-04-30,Cuauhtémoc
C0414,Claudia Martínez Sánchez,F,5556705166,claudia.martinez.sanchez63@gmail.com,2024-04-23,San Ángel
C0415,Maria Flores Sánchez,F,5584380974,maria.flores.sanchez56@gmail.com,2026-05-10,San Ángel
C0416,Maria Jiménez Martínez,F,5571446892,maria.jimenez.martinez32@gmail.com,2023-06-05,Cuauhtémoc
C0417,Laura Ramírez Reyes,F,5563840824,laura.ramirez.reyes50@gmail.com,2026-04-20,Cuauhtémoc
C0418,Fernanda Pérez Gómez,F,5551874601,fernanda.perez.gomez20@gmail.com,2025-09-07,Cuauhtémoc
C0419,Paula Vázquez Rodríguez,F,5559875411,paula.vazquez.rodriguez63@gmail.com,2022-08-18,Cuauhtémoc
C0420,Camila Hernández Martínez,F,5510892524,camila.hernandez.martinez86@gmail.com,2026-07-01,Cuauhtémoc
C0421,Gabriela Vázquez Ramírez,F,5592983173,gabriela.vazquez.ramirez35@gmail.com,2026-03-15,Cuauhtémoc
C0422,Diego Sánchez Torres,M,5530116143,diego.sanchez.torres82@gmail.com,2021-12-19,Cuauhtémoc
C0423,Rodrigo Hernández Torres,M,5513105032,rodrigo.hernandez.torres34@gmail.com,2024-12-17,San Ángel
C0424,Carolina Pérez Flores,F,5530886642,carolina.perez.flores71@gmail.com,2023-01-04,San Ángel
C0425,Maria Díaz Flores,F,5536755287,maria.diaz.flores24@gmail.com,2024-08-15,Cuauhtémoc
C0426,Victoria Díaz Gutiérrez,F,5576162602,victoria.diaz.gutierrez30@gmail.com,2024-06-20,Cuauhtémoc
C0427,Santiago Torres Vázquez,M,5584582616,santiago.torres.vazquez10@gmail.com,2025-01-06,Cuauhtémoc
C0428,Victoria Torres Cruz,F,5514069323,victoria.torres.cruz65@gmail.com,2022-06-24,Cuauhtémoc
C0429,Sofia Rodríguez Díaz,F,5556653936,sofia.rodriguez.diaz49@gmail.com,2023-05-08,Cuauhtémoc
C0430,Victoria García Jiménez,F,5536875521,victoria.garcia.jimenez33@gmail.com,2026-03-18,Cuauhtémoc
C0431,Miguel Hernández Gómez,M,5517020853,miguel.hernandez.gomez98@gmail.com,2025-09-03,Cuauhtémoc
C0432,Lucia González Gómez,F,5583954497,lucia.gonzalez.gomez57@gmail.com,2026-04-28,Cuauhtémoc
C0433,Gabriel López Gutiérrez,M,5552385118,gabriel.lopez.gutierrez48@gmail.com,2024-07-12,San Ángel
C0434,Fernanda Martínez Gutiérrez,F,5593505577,fernanda.martinez.gutierrez10@gmail.com,2022-09-06,Cuauhtémoc
C0435,Sofia Martínez López,F,5521249398,sofia.martinez.lopez15@gmail.com,2025-08-10,Cuauhtémoc
C0436,Paula Reyes Pérez,F,5573233649,paula.reyes.perez23@gmail.com,2023-05-08,Cuauhtémoc
C0437,Mateo López Gómez,M,5585598919,mateo.lopez.gomez47@gmail.com,2025-02-15,Cuauhtémoc
C0438,Valeria González Rodríguez,F,5511845676,valeria.gonzalez.rodriguez77@gmail.com,2023-05-22,Cuauhtémoc
C0439,Laura Díaz Morales,F,5542700654,laura.diaz.morales68@gmail.com,2023-05-17,Cuauhtémoc
C0440,Valeria Torres Jiménez,F,5572985401,valeria.torres.jimenez30@gmail.com,2025-10-11,Cuauhtémoc
C0441,Andrea Díaz Cruz,F,5514238633,andrea.diaz.cruz78@gmail.com,2021-12-21,San Ángel
C0442,Ximena Jiménez Pérez,F,5590588362,ximena.jimenez.perez59@gmail.com,2022-11-07,Cuauhtémoc
C0443,Daniel Mendoza Díaz,M,5551415109,daniel.mendoza.diaz59@gmail.com,2022-11-01,Cuauhtémoc
C0444,Diego Gómez Reyes,M,5570193239,diego.gomez.reyes87@gmail.com,2024-05-29,San Ángel
C0445,Gabriela Ramírez Pérez,F,5517722899,gabriela.ramirez.perez65@gmail.com,2026-05-08,San Ángel
C0446,Alejandro Mendoza Reyes,M,5560819785,alejandro.mendoza.reyes79@gmail.com,2026-02-16,Cuauhtémoc
C0447,Jose Reyes Vázquez,M,5572725348,jose.reyes.vazquez80@gmail.com,2026-02-26,Cuauhtémoc
C0448,Andrea Martínez González,F,5523905173,andrea.martinez.gonzalez49@gmail.com,2021-02-19,Cuauhtémoc
C0449,Diego López García,M,5596521933,diego.lopez.garcia34@gmail.com,2021-11-10,Cuauhtémoc
C0450,Gabriel Pérez Díaz,M,5588265983,gabriel.perez.diaz50@gmail.com,2025-07-06,Cuauhtémoc
