Fecha,Cliente,TipoVenta,Clase,Aparato,Paquete,Fitpass,Sucursal,Total
2023-04-04,Camila Rodríguez,Clase Individual,Mat Pilates,Ninguno,0,No,Condesa,417
2023-04-04,Gabriela Gómez,Paquete,Cadillac,Cadillac,12,No,Condesa,4524
2023-04-04,Valeria Mendoza,Fitpass,Mat Pilates,Ninguno,0,Sí,Condesa,203
2023-04-04,Javier Torres,Paquete,Reformer,Reformer,8,No,Condesa,2904
2023-04-04,María Hernández,Paquete,Mat Pilates,Ninguno,8,No,Polanco,3083
2023-04-04,Ana Morales,Paquete,Cadillac,Cadillac,24,No,Condesa,8232
2023-04-05,Santiago Rodríguez,Paquete,Reformer,Reformer,8,No,Polanco,2976
2023-04-05,Mateo Díaz,Paquete,Cadillac,Cadillac,12,No,Roma,4187
2023-04-05,Rodrigo Torres,Clase Individual,Reformer,Reformer,0,No,Condesa,497
2023-04-05,Miguel Flores,Fitpass,Reformer,Reformer,0,Sí,Roma,236
2023-04-05,Ximena Ramírez,Clase Individual,Mat Pilates,Ninguno,0,No,Roma,471
2023-04-05,Santiago Ramírez,Fitpass,Reformer,Reformer,0,Sí,Roma,206
2023-04-05,Mateo Gómez,Clase Individual,Reformer,Reformer,0,No,Roma,461
2023-04-05,Javier González,Clase Individual,Reformer,Reformer,0,No,Condesa,413
2023-04-05,Mateo Gómez,Fitpass,Reformer,Reformer,0,Sí,Condesa,196
2023-04-05,Mariana Pérez,Fitpass,Cadillac,Cadillac,0,Sí,Roma,208
2023-04-05,Carolina Ramírez,Clase Individual,Cadillac,Cadillac,0,No,Roma,466
2023-04-06,Victoria Díaz,Paquete,Reformer,Reformer,12,No,Roma,4373
2023-04-06,Javier González,Paquete,Mat Pilates,Ninguno,12,No,Condesa,4659
2023-04-06,Lucía Torres,Clase Individual,Reformer,Reformer,0,No,Roma,407
2023-04-06,Sofía González,Paquete,Cadillac,Cadillac,8,No,Condesa,3281
2023-04-06,Gabriela Sánchez,Paquete,Reformer,Reformer,8,No,Roma,3212
2023-04-06,Camila Torres,Fitpass,Reformer,Reformer,0,Sí,Roma,226
2023-04-06,Ximena Gómez,Clase Individual,Cadillac,Cadillac,0,No,Roma,396
2023-04-06,Luis González,Paquete,Reformer,Reformer,24,No,Polanco,8546
2023-04-06,Gabriela Hernández,Paquete,Mat Pilates,Ninguno,24,No,Polanco,8353
2023-04-06,Carolina Sánchez,Clase Individual,Reformer,Reformer,0,No,Roma,473
2023-04-06,Miguel Sánchez,Paquete,Mat Pilates,Ninguno,12,No,Roma,4144
2023-04-07,Camila Reyes,Paquete,Mat Pilates,Ninguno,8,No,Condesa,3132
2023-04-07,Laura Jiménez,Fitpass,Chair,Chair,0,Sí,Roma,230
2023-04-07,Rodrigo Ramírez,Paquete,Reformer,Reformer,24,No,Condesa,7996
2023-04-07,Santiago Pérez,Paquete,Reformer,Reformer,24,No,Polanco,8177
2023-04-07,Valeria Flores,Fitpass,Reformer,Reformer,0,Sí,Polanco,230
2023-04-07,Luis López,Paquete,Reformer,Reformer,12,No,Condesa,4674
2023-04-07,María Díaz,Clase Individual,Reformer,Reformer,0,No,Condesa,439
2023-04-07,Carolina Rodríguez,Paquete,Reformer,Reformer,12,No,Condesa,4664
2023-04-07,Carolina Morales,Fitpass,Reformer,Reformer,0,Sí,Roma,229
2023-04-08,Fernando Morales,Clase Individual,Reformer,Reformer,0,No,Condesa,480
2023-04-08,Ana Martínez,Fitpass,Cadillac,Cadillac,0,Sí,Polanco,219
2023-04-08,Victoria Mendoza,Fitpass,Reformer,Reformer,0,Sí,Roma,223
2023-04-08,Diego Díaz,Paquete,Chair,Chair,8,No,Polanco,3083
2023-04-08,Mateo Martínez,Clase Individual,Mat Pilates,Ninguno,0,No,Roma,490
2023-04-08,Renata Cruz,Fitpass,Reformer,Reformer,0,Sí,Condesa,180
2023-04-08,Luis López,Fitpass,Reformer,Reformer,0,Sí,Condesa,183
2023-04-08,Victoria Flores,Clase Individual,Reformer,Reformer,0,No,Roma,506
2023-04-09,Mateo Pérez,Fitpass,Reformer,Reformer,0,Sí,Roma,214
2023-04-09,Fernando Pérez,Fitpass,Chair,Chair,0,Sí,Polanco,180
2023-04-09,Laura Pérez,Fitpass,Chair,Chair,0,Sí,Polanco,215
2023-04-09,Mateo Cruz,Paquete,Cadillac,Cadillac,8,No,Roma,2996
2023-04-09,Laura Pérez,Paquete,Cadillac,Cadillac,12,No,Condesa,4558
2023-04-09,Renata Jiménez,Paquete,Reformer,Reformer,12,No,Polanco,4108
2023-04-10,Valeria Gómez,Paquete,Mat Pilates,Ninguno,8,No,Roma,3129
2023-04-10,Regina Pérez,Fitpass,Chair,Chair,0,Sí,Polanco,194
2023-04-10,Daniela Hernández,Fitpass,Reformer,Reformer,0,Sí,Polanco,221
2023-04-10,Mariana Díaz,Paquete,Reformer,Reformer,12,No,Polanco,4681
2023-04-10,Laura García,Fitpass,Reformer,Reformer,0,Sí,Roma,198
2023-04-10,Carolina Rodríguez,Clase Individual,Mat Pilates,Ninguno,0,No,Condesa,518
2023-04-10,Ximena Morales,Clase Individual,Mat Pilates,Ninguno,0,No,Roma,455
2023-04-10,Daniela Flores,Paquete,Mat Pilates,Ninguno,12,No,Roma,4682
2023-04-11,Camila Pérez,Clase Individual,Reformer,Reformer,0,No,Polanco,516
2023-04-11,Valeria Sánchez,Fitpass,Reformer,Reformer,0,Sí,Roma,221
2023-04-11,María Hernández,Clase Individual,Reformer,Reformer,0,No,Polanco,465
2023-04-11,Fernanda López,Fitpass,Reformer,Reformer,0,Sí,Condesa,228
2023-04-11,Carlos Vázquez,Fitpass,Chair,Chair,0,Sí,Condesa,193
2023-04-11,Santiago Morales,Paquete,Cadillac,Cadillac,8,No,Polanco,3056
2023-04-11,Regina Díaz,Paquete,Chair,Chair,8,No,Roma,3268
2023-04-11,Javier Torres,Paquete,Cadillac,Cadillac,8,No,Roma,3215
2023-04-11,Luis Gutiérrez,Paquete,Cadillac,Cadillac,12,No,Polanco,4191
2023-04-12,Diego Pérez,Fitpass,Reformer,Reformer,0,Sí,Condesa,218
2023-04-12,Victoria Pérez,Paquete,Cadillac,Cadillac,8,No,Roma,3126
2023-04-12,Diego Rodríguez,Paquete,Reformer,Reformer,8,No,Condesa,3149
2023-04-12,Lucía Sánchez,Clase Individual,Mat Pilates,Ninguno,0,No,Roma,390
2023-04-12,Victoria Vázquez,Fitpass,Reformer,Reformer,0,Sí,Polanco,180
2023-04-13,Rodrigo Gutiérrez,Paquete,Cadillac,Cadillac,12,No,Roma,4391
2023-04-13,Ana Mendoza,Paquete,Cadillac,Cadillac,12,No,Roma,4430
2023-04-13,Mateo Pérez,Clase Individual,Reformer,Reformer,0,No,Roma,477
2023-04-13,Alejandro López,Clase Individual,Mat Pilates,Ninguno,0,No,Condesa,508
2023-04-13,Mateo Reyes,Fitpass,Cadillac,Cadillac,0,Sí,Roma,220
2023-04-13,Natalia López,Clase Individual,Reformer,Reformer,0,No,Roma,479
2023-04-13,Diego Díaz,Paquete,Chair,Chair,8,No,Roma,3160
2023-04-13,Sofía Gómez,Clase Individual,Mat Pilates,Ninguno,0,No,Roma,401
2023-04-13,María Hernández,Paquete,Chair,Chair,24,No,Roma,8662
2023-04-13,Alejandro Díaz,Clase Individual,Reformer,Reformer,0,No,Roma,468
2023-04-13,Ximena López,Paquete,Reformer,Reformer,24,No,Polanco,8699
2023-04-13,Carolina Sánchez,Fitpass,Reformer,Reformer,0,Sí,Condesa,232
2023-04-14,Valeria Gutiérrez,Paquete,Reformer,Reformer,8,No,Condesa,3032
2023-04-14,Carolina Jiménez,Fitpass,Cadillac,Cadillac,0,Sí,Polanco,215
2023-04-14,Regina García,Paquete,Chair,Chair,24,No,Roma,8199
2023-04-14,Carlos Martínez,Fitpass,Reformer,Reformer,0,Sí,Roma,229
2023-04-14,Ana García,Fitpass,Reformer,Reformer,0,Sí,Polanco,223
2023-04-14,Fernando Díaz,Clase Individual,Cadillac,Cadillac,0,No,Condesa,381
2023-04-14,Victoria Reyes,Clase Individual,Chair,Chair,0,No,Roma,382
2023-04-14,Paula Mendoza,Fitpass,Chair,Chair,0,Sí,Condesa,228
2023-04-14,Carolina Reyes,Paquete,Cadillac,Cadillac,8,No,Roma,3107
2023-04-14,Mateo González,Paquete,Chair,Chair,24,No,Condesa,8336
2023-04-14,Luis Rodríguez,Paquete,Mat Pilates,Ninguno,12,No,Condesa,4238
2023-04-15,Alejandro Díaz,Paquete,Cadillac,Cadillac,12,No,Roma,4380
2023-04-15,Lucía Gómez,Paquete,Reformer,Reformer,12,No,Polanco,4220
2023-04-15,Alejandro Jiménez,Paquete,Mat Pilates,Ninguno,12,No,Polanco,4134
2023-04-15,Victoria Flores,Paquete,Reformer,Reformer,12,No,Roma,4215
2023-04-15,Sofía Martínez,Clase Individual,Reformer,Reformer,0,No,Condesa,433
2023-04-15,Fernanda Reyes,Paquete,Reformer,Reformer,12,No,Condesa,4616
2023-04-15,Gabriela Díaz,Clase Individual,Chair,Chair,0,No,Roma,385
2023-04-15,Luis Díaz,Fitpass,Reformer,Reformer,0,Sí,Roma,197
2023-04-15,Renata García,Paquete,Cadillac,Cadillac,8,No,Polanco,3084
2023-04-15,Lucía Martínez,Paquete,Chair,Chair,24,No,Condesa,8850
2023-04-15,Claudia Sánchez,Paquete,Chair,Chair,8,No,Condesa,3206
2023-04-15,Paula Mendoza,Clase Individual,Chair,Chair,0,No,Polanco,514
2023-04-16,Mateo Vázquez,Clase Individual,Cadillac,Cadillac,0,No,Polanco,479
2023-04-16,Paula Gómez,Paquete,Cadillac,Cadillac,12,No,Polanco,4661
2023-04-16,Fernanda Vázquez,Fitpass,Mat Pilates,Ninguno,0,Sí,Polanco,231
2023-04-16,Carolina Mendoza,Clase Individual,Reformer,Reformer,0,No,Condesa,450
2023-04-16,Fernanda Martínez,Clase Individual,Cadillac,Cadillac,0,No,Roma,481
2023-04-16,Ana González,Clase Individual,Chair,Chair,0,No,Roma,487
2023-04-16,Paula Torres,Clase Individual,Reformer,Reformer,0,No,Roma,429
2023-04-16,Luis Morales,Fitpass,Cadillac,Cadillac,0,Sí,Polanco,198
2023-04-16,María Cruz,Fitpass,Cadillac,Cadillac,0,Sí,Roma,215
2023-04-16,Carolina Mendoza,Paquete,Reformer,Reformer,12,No,Polanco,4629
2023-04-16,Laura Vázquez,Clase Individual,Chair,Chair,0,No,Roma,490
2023-04-16,Alejandro Martínez,Clase Individual,Reformer,Reformer,0,No,Roma,444
2023-04-16,Victoria Torres,Fitpass,Reformer,Reformer,0,Sí,Condesa,203
2023-04-17,Miguel Pérez,Fitpass,Reformer,Reformer,0,Sí,Roma,210
2023-04-17,Gabriela Reyes,Paquete,Reformer,Reformer,8,No,Roma,3142
2023-04-17,Sofía Pérez,Paquete,Reformer,Reformer,12,No,Roma,4462
2023-04-17,María Gómez,Paquete,Reformer,Reformer,8,No,Condesa,3152
2023-04-17,Laura Ramírez,Paquete,Cadillac,Cadillac,8,No,Condesa,3264
2023-04-17,Santiago Reyes,Fitpass,Mat Pilates,Ninguno,0,Sí,Polanco,232
2023-04-17,Laura Mendoza,Fitpass,Chair,Chair,0,Sí,Condesa,227
2023-04-17,Claudia Reyes,Fitpass,Chair,Chair,0,Sí,Polanco,232
2023-04-17,Mateo López,Paquete,Chair,Chair,8,No,Roma,3192
2023-04-17,Sofía López,Paquete,Chair,Chair,12,No,Roma,4417
2023-04-18,Andrea Jiménez,Fitpass,Chair,Chair,0,Sí,Polanco,216
2023-04-18,Alejandro Reyes,Clase Individual,Reformer,Reformer,0,No,Polanco,518
2023-04-18,Luis Hernández,Paquete,Cadillac,Cadillac,8,No,Roma,3112
2023-04-18,Claudia Hernández,Fitpass,Reformer,Reformer,0,Sí,Roma,188
2023-04-18,Valeria Morales,Fitpass,Reformer,Reformer,0,Sí,Condesa,192
2023-04-18,Daniela Morales,Clase Individual,Mat Pilates,Ninguno,0,No,Roma,514
2023-04-18,Lucía Vázquez,Paquete,Reformer,Reformer,8,No,Roma,3282
2023-04-18,Fernando Gutiérrez,Clase Individual,Reformer,Reformer,0,No,Roma,491
2023-04-18,Gabriela Mendoza,Fitpass,Reformer,Reformer,0,Sí,Roma,222
2023-04-18,Regina Vázquez,Fitpass,Cadillac,Cadillac,0,Sí,Condesa,201
2023-04-18,Natalia Hernández,Fitpass,Reformer,Reformer,0,Sí,Condesa,211
2023-04-19,Luis Jiménez,Fitpass,Reformer,Reformer,0,Sí,Roma,224
2023-04-19,María Mendoza,Paquete,Reformer,Reformer,8,No,Roma,3184
2023-04-19,Mariana Hernández,Clase Individual,Reformer,Reformer,0,No,Roma,436
2023-04-19,Daniela Pérez,Paquete,Cadillac,Cadillac,8,No,Roma,3069
2023-04-19,Fernando Pérez,Paquete,Chair,Chair,12,No,Condesa,4307
2023-04-19,María Gómez,Paquete,Mat Pilates,Ninguno,8,No,Condesa,3170
2023-04-19,Natalia López,Fitpass,Reformer,Reformer,0,Sí,Roma,231
2023-04-20,Claudia Cruz,Clase Individual,Cadillac,Cadillac,0,No,Condesa,512
2023-04-20,Andrea Sánchez,Fitpass,Reformer,Reformer,0,Sí,Roma,226
2023-04-20,Lucía Jiménez,Paquete,Reformer,Reformer,8,No,Condesa,3232
2023-04-20,Renata Reyes,Paquete,Reformer,Reformer,8,No,Condesa,3016
2023-04-20,Natalia Vázquez,Clase Individual,Reformer,Reformer,0,No,Condesa,433
2023-04-20,Carlos Mendoza,Paquete,Reformer,Reformer,24,No,Condesa,8510
2023-04-20,Mateo González,Paquete,Reformer,Reformer,8,No,Polanco,3009
2023-04-20,Mariana Martínez,Fitpass,Reformer,Reformer,0,Sí,Condesa,236
2023-04-20,María Gómez,Paquete,Chair,Chair,24,No,Roma,8611
2023-04-20,Mariana Gómez,Fitpass,Chair,Chair,0,Sí,Roma,209
2023-04-20,Sofía Mendoza,Fitpass,Cadillac,Cadillac,0,Sí,Roma,239
2023-04-20,Lucía Gutiérrez,Paquete,Chair,Chair,8,No,Polanco,3288
2023-04-21,Andrea Martínez,Paquete,Cadillac,Cadillac,12,No,Polanco,4139
2023-04-21,Javier García,Clase Individual,Reformer,Reformer,0,No,Condesa,478
2023-04-21,Fernando Gutiérrez,Clase Individual,Reformer,Reformer,0,No,Polanco,479
2023-04-21,Miguel Ramírez,Clase Individual,Chair,Chair,0,No,Polanco,492
2023-04-21,Mariana Hernández,Paquete,Reformer,Reformer,8,No,Polanco,2915
2023-04-21,Fernanda Jiménez,Clase Individual,Mat Pilates,Ninguno,0,No,Roma,513
2023-04-21,Ximena González,Paquete,Reformer,Reformer,12,No,Condesa,4312
2023-04-21,Javier González,Paquete,Cadillac,Cadillac,8,No,Condesa,2927
2023-04-21,Laura Mendoza,Clase Individual,Reformer,Reformer,0,No,Condesa,452
2023-04-21,Paula Gómez,Clase Individual,Reformer,Reformer,0,No,Roma,514
2023-04-21,Rodrigo Mendoza,Paquete,Cadillac,Cadillac,12,No,Roma,4273
2023-04-21,Laura Hernández,Paquete,Mat Pilates,Ninguno,8,No,Roma,2940
2023-04-21,Camila Hernández,Paquete,Reformer,Reformer,8,No,Condesa,3065
2023-04-21,Paula García,Clase Individual,Reformer,Reformer,0,No,Condesa,419
2023-04-22,Rodrigo López,Fitpass,Reformer,Reformer,0,Sí,Polanco,199
2023-04-22,Miguel Reyes,Fitpass,Reformer,Reformer,0,Sí,Roma,224
2023-04-22,Mateo Morales,Fitpass,Chair,Chair,0,Sí,Polanco,227
2023-04-22,Ana Gutiérrez,Paquete,Reformer,Reformer,24,No,Roma,8486
2023-04-22,Regina Díaz,Clase Individual,Chair,Chair,0,No,Roma,413
2023-04-22,Valeria García,Paquete,Chair,Chair,8,No,Condesa,3118
2023-04-22,Natalia López,Paquete,Reformer,Reformer,12,No,Roma,4283
2023-04-23,Valeria Díaz,Fitpass,Reformer,Reformer,0,Sí,Roma,209
2023-04-23,Regina Rodríguez,Paquete,Reformer,Reformer,8,No,Roma,2964
2023-04-23,Santiago Mendoza,Paquete,Chair,Chair,12,No,Condesa,4101
2023-04-23,Lucía Rodríguez,Clase Individual,Chair,Chair,0,No,Condesa,402
2023-04-23,Javier Ramírez,Fitpass,Reformer,Reformer,0,Sí,Roma,228
2023-04-23,Victoria Gómez,Paquete,Reformer,Reformer,8,No,Roma,3148
2023-04-23,Diego Vázquez,Paquete,Reformer,Reformer,12,No,Condesa,4211
2023-04-23,Victoria González,Clase Individual,Cadillac,Cadillac,0,No,Polanco,400
2023-04-23,Santiago Torres,Clase Individual,Reformer,Reformer,0,No,Polanco,514
2023-04-24,Fernanda Cruz,Fitpass,Reformer,Reformer,0,Sí,Roma,223
2023-04-24,Gabriela Ramírez,Fitpass,Chair,Chair,0,Sí,Roma,182
2023-04-24,Mariana Reyes,Paquete,Mat Pilates,Ninguno,8,No,Condesa,3122
2023-04-24,Mateo Cruz,Paquete,Reformer,Reformer,12,No,Condesa,4315
2023-04-24,Javier Jiménez,Paquete,Reformer,Reformer,8,No,Roma,3053
2023-04-24,Camila Morales,Paquete,Reformer,Reformer,12,No,Roma,4179
2023-04-24,Javier Hernández,Fitpass,Chair,Chair,0,Sí,Condesa,240
2023-04-24,Laura Mendoza,Fitpass,Mat Pilates,Ninguno,0,Sí,Roma,214
2023-04-24,Victoria Gutiérrez,Clase Individual,Reformer,Reformer,0,No,Polanco,495
2023-04-24,Valeria Mendoza,Paquete,Reformer,Reformer,12,No,Roma,4309
2023-04-24,Mateo Vázquez,Clase Individual,Mat Pilates,Ninguno,0,No,Roma,476
2023-04-24,Victoria González,Paquete,Reformer,Reformer,8,No,Roma,3213
2023-04-24,Diego Sánchez,Paquete,Chair,Chair,8,No,Condesa,2905
2023-04-24,Paula Gómez,Paquete,Mat Pilates,Ninguno,8,No,Condesa,3168
2023-04-25,María Gutiérrez,Paquete,Reformer,Reformer,12,No,Polanco,4679
2023-04-25,Gabriela Gómez,Fitpass,Reformer,Reformer,0,Sí,Condesa,185
2023-04-25,Victoria Torres,Fitpass,Cadillac,Cadillac,0,Sí,Polanco,226
2023-04-25,Carlos Sánchez,Fitpass,Reformer,Reformer,0,Sí,Condesa,226
2023-04-25,Camila Gómez,Fitpass,Mat Pilates,Ninguno,0,Sí,Roma,229
2023-04-26,María Jiménez,Clase Individual,Reformer,Reformer,0,No,Roma,496
2023-04-26,Fernando Gómez,Paquete,Reformer,Reformer,12,No,Polanco,4574
2023-04-26,Miguel González,Paquete,Reformer,Reformer,12,No,Roma,4107
2023-04-26,Lucía Reyes,Fitpass,Cadillac,Cadillac,0,Sí,Condesa,203
2023-04-26,Valeria Gómez,Paquete,Reformer,Reformer,8,No,Condesa,3255
2023-04-26,Carlos Pérez,Fitpass,Cadillac,Cadillac,0,Sí,Condesa,229
2023-04-26,Alejandro Martínez,Paquete,Reformer,Reformer,8,No,Polanco,3019
2023-04-26,Victoria Torres,Fitpass,Reformer,Reformer,0,Sí,Condesa,220
2023-04-26,Ana Cruz,Paquete,Mat Pilates,Ninguno,12,No,Polanco,4549
2023-04-26,Santiago Gómez,Clase Individual,Reformer,Reformer,0,No,Polanco,404
2023-04-27,Sofía González,Clase Individual,Cadillac,Cadillac,0,No,Condesa,465
2023-04-27,Fernanda Cruz,Paquete,Reformer,Reformer,12,No,Condesa,4224
2023-04-27,María Cruz,Clase Individual,Reformer,Reformer,0,No,Polanco,475
2023-04-27,Lucía Gutiérrez,Paquete,Reformer,Reformer,24,No,Roma,8390
2023-04-27,Miguel Pérez,Paquete,Reformer,Reformer,8,No,Polanco,2928
2023-04-27,Victoria Pérez,Fitpass,Cadillac,Cadillac,0,Sí,Roma,182
2023-04-27,Fernanda Morales,Paquete,Chair,Chair,24,No,Polanco,7959
2023-04-27,Miguel Sánchez,Fitpass,Reformer,Reformer,0,Sí,Condesa,185
2023-04-27,Valeria Flores,Paquete,Cadillac,Cadillac,8,No,Roma,3183
2023-04-27,María Gutiérrez,Clase Individual,Reformer,Reformer,0,No,Condesa,471
2023-04-28,Javier García,Paquete,Mat Pilates,Ninguno,8,No,Polanco,3166
2023-04-28,Daniela Torres,Paquete,Reformer,Reformer,8,No,Roma,2983
2023-04-28,Sofía Mendoza,Clase Individual,Chair,Chair,0,No,Condesa,393
2023-04-28,Victoria Pérez,Fitpass,Reformer,Reformer,0,Sí,Roma,200
2023-04-28,Valeria García,Paquete,Reformer,Reformer,8,No,Roma,3118
2023-04-28,Paula López,Paquete,Cadillac,Cadillac,12,No,Roma,4114
2023-04-28,Fernanda Pérez,Clase Individual,Cadillac,Cadillac,0,No,Polanco,454
2023-04-28,Miguel Flores,Fitpass,Reformer,Reformer,0,Sí,Roma,225
2023-04-28,Lucía Rodríguez,Fitpass,Chair,Chair,0,Sí,Polanco,191
2023-04-28,Mariana Ramírez,Clase Individual,Reformer,Reformer,0,No,Roma,421
2023-04-28,Natalia García,Fitpass,Reformer,Reformer,0,Sí,Roma,210
2023-04-28,Camila Sánchez,Paquete,Cadillac,Cadillac,8,No,Condesa,2955
2023-04-28,Carlos Morales,Paquete,Chair,Chair,8,No,Polanco,3016
2023-04-29,Mariana Pérez,Paquete,Reformer,Reformer,8,No,Condesa,2944
2023-04-29,Andrea Hernández,Fitpass,Mat Pilates,Ninguno,0,Sí,Polanco,239
2023-04-29,Fernanda Torres,Paquete,Cadillac,Cadillac,12,No,Roma,4351
2023-04-29,Ximena Jiménez,Clase Individual,Cadillac,Cadillac,0,No,Condesa,426
2023-04-29,Mariana Torres,Fitpass,Chair,Chair,0,Sí,Condesa,221
2023-04-29,Gabriela Jiménez,Fitpass,Cadillac,Cadillac,0,Sí,Roma,201
2023-04-29,Fernanda Hernández,Paquete,Reformer,Reformer,24,No,Roma,8123
2023-04-29,Carolina Rodríguez,Paquete,Chair,Chair,8,No,Polanco,3120
2023-04-29,Gabriela Díaz,Paquete,Mat Pilates,Ninguno,12,No,Polanco,4410
2023-04-29,Andrea Gutiérrez,Paquete,Reformer,Reformer,8,No,Roma,3288
2023-04-29,Claudia Hernández,Paquete,Reformer,Reformer,24,No,Polanco,7903
2023-04-30,Diego González,Paquete,Cadillac,Cadillac,8,No,Polanco,2935
2023-04-30,Ximena Gutiérrez,Clase Individual,Cadillac,Cadillac,0,No,Condesa,443
2023-04-30,Claudia Ramírez,Clase Individual,Chair,Chair,0,No,Condesa,486
2023-04-30,Paula Torres,Paquete,Reformer,Reformer,24,No,Condesa,8561
2023-04-30,Carolina Díaz,Clase Individual,Chair,Chair,0,No,Condesa,420
2023-04-30,Regina López,Fitpass,Reformer,Reformer,0,Sí,Roma,211
2023-04-30,Victoria Martínez,Paquete,Reformer,Reformer,24,No,Roma,8408
2023-04-30,Valeria Morales,Fitpass,Reformer,Reformer,0,Sí,Condesa,181
2023-04-30,Carolina Vázquez,Paquete,Cadillac,Cadillac,12,No,Roma,4432
2023-04-30,Ximena López,Paquete,Chair,Chair,12,No,Condesa,4327
2023-04-30,Andrea Gómez,Fitpass,Reformer,Reformer,0,Sí,Roma,194
2023-04-30,Natalia Torres,Fitpass,Mat Pilates,Ninguno,0,Sí,Condesa,183
2023-04-30,Daniela Cruz,Fitpass,Reformer,Reformer,0,Sí,Condesa,196
2023-04-30,Ximena Gutiérrez,Paquete,Reformer,Reformer,24,No,Condesa,8635
2023-04-30,Rodrigo López,Paquete,Reformer,Reformer,12,No,Condesa,4663
2023-05-01,Carlos Pérez,Paquete,Reformer,Reformer,12,No,Polanco,4314
2023-05-01,Renata López,Fitpass,Reformer,Reformer,0,Sí,Polanco,188
2023-05-01,Gabriela Flores,Clase Individual,Mat Pilates,Ninguno,0,No,Roma,424
2023-05-01,Carolina Gómez,Fitpass,Reformer,Reformer,0,Sí,Roma,223
2023-05-01,Gabriela Mendoza,Paquete,Cadillac,Cadillac,8,No,Roma,3012
2023-05-01,Fernando Morales,Fitpass,Chair,Chair,0,Sí,Condesa,220
2023-05-01,Carlos Morales,Paquete,Chair,Chair,8,No,Roma,3152
2023-05-01,Sofía Martínez,Paquete,Chair,Chair,8,No,Condesa,2925
2023-05-01,Fernanda González,Paquete,Chair,Chair,8,No,Condesa,3083
2023-05-02,Carlos Mendoza,Fitpass,Reformer,Reformer,0,Sí,Roma,203
2023-05-02,Mateo Vázquez,Clase Individual,Mat Pilates,Ninguno,0,No,Condesa,441
2023-05-02,Lucía Gutiérrez,Clase Individual,Mat Pilates,Ninguno,0,No,Condesa,390
2023-05-02,Carolina Mendoza,Clase Individual,Reformer,Reformer,0,No,Condesa,476
2023-05-02,Rodrigo Mendoza,Paquete,Reformer,Reformer,12,No,Polanco,4158
2023-05-02,Andrea Sánchez,Fitpass,Cadillac,Cadillac,0,Sí,Roma,232
2023-05-02,Claudia Gutiérrez,Paquete,Reformer,Reformer,8,No,Polanco,3158
2023-05-02,Ana Cruz,Fitpass,Reformer,Reformer,0,Sí,Polanco,193
2023-05-02,Mariana Jiménez,Paquete,Reformer,Reformer,12,No,Roma,4406
2023-05-02,Renata Mendoza,Paquete,Reformer,Reformer,8,No,Roma,2927
2023-05-02,Regina Gutiérrez,Fitpass,Reformer,Reformer,0,Sí,Polanco,208
2023-05-02,Sofía González,Fitpass,Mat Pilates,Ninguno,0,Sí,Polanco,190
2023-05-02,Santiago Morales,Paquete,Reformer,Reformer,8,No,Roma,3283
2023-05-02,Fernando González,Fitpass,Reformer,Reformer,0,Sí,Polanco,210
2023-05-03,Mariana Torres,Paquete,Reformer,Reformer,12,No,Roma,4639
2023-05-03,Laura González,Fitpass,Chair,Chair,0,Sí,Roma,227
2023-05-03,Fernando Martínez,Fitpass,Mat Pilates,Ninguno,0,Sí,Roma,229
2023-05-03,Renata Gutiérrez,Fitpass,Reformer,Reformer,0,Sí,Polanco,201
2023-05-03,Sofía Mendoza,Paquete,Chair,Chair,8,No,Condesa,2978
2023-05-03,Javier Ramírez,Paquete,Cadillac,Cadillac,12,No,Roma,4576
2023-05-03,Sofía López,Fitpass,Reformer,Reformer,0,Sí,Roma,197
2023-05-03,Victoria Hernández,Clase Individual,Chair,Chair,0,No,Polanco,502
2023-05-03,Carolina Vázquez,Paquete,Cadillac,Cadillac,8,No,Condesa,3197
2023-05-03,Paula Gómez,Paquete,Reformer,Reformer,8,No,Roma,3297
2023-05-03,Laura Hernández,Paquete,Reformer,Reformer,12,No,Roma,4305
2023-05-03,Luis Jiménez,Fitpass,Chair,Chair,0,Sí,Roma,181
2023-05-03,Carlos Sánchez,Paquete,Cadillac,Cadillac,8,No,Roma,3276
2023-05-03,Victoria Sánchez,Paquete,Reformer,Reformer,12,No,Condesa,4695
2023-05-03,Regina Pérez,Fitpass,Mat Pilates,Ninguno,0,Sí,Condesa,238
2023-05-03,Ana Gómez,Fitpass,Reformer,Reformer,0,Sí,Roma,191
2023-05-03,Regina Pérez,Clase Individual,Mat Pilates,Ninguno,0,No,Roma,402
2023-05-03,Carlos Morales,Fitpass,Reformer,Reformer,0,Sí,Polanco,228
2023-05-03,Regina Hernández,Clase Individual,Mat Pilates,Ninguno,0,No,Roma,510
2023-05-03,Santiago Martínez,Fitpass,Chair,Chair,0,Sí,Polanco,201
2023-05-04,Natalia Martínez,Fitpass,Reformer,Reformer,0,Sí,Roma,221
2023-05-04,Diego González,Fitpass,Mat Pilates,Ninguno,0,Sí,Polanco,181
2023-05-04,Santiago Sánchez,Paquete,Chair,Chair,8,No,Roma,3066
2023-05-04,Gabriela Jiménez,Paquete,Chair,Chair,12,No,Roma,4415
2023-05-04,Claudia Morales,Fitpass,Reformer,Reformer,0,Sí,Condesa,224
2023-05-04,Mateo Morales,Clase Individual,Chair,Chair,0,No,Roma,450
2023-05-04,Andrea Jiménez,Clase Individual,Reformer,Reformer,0,No,Roma,418
